,id,down_time,up_time,action_time,event_id,cursor_position,word_count,total_duration,Input,"Move From [0, 158] To [234, 392]","Move From [0, 1] To [590, 591]","Move From [0, 75] To [1, 76]","Move From [1041, 1121] To [1496, 1576]","Move From [1061, 1126] To [1306, 1371]","Move From [114, 140] To [272, 298]","Move From [1144, 1147] To [1142, 1145]","Move From [13, 65] To [9, 61]","Move From [1306, 1371] To [1061, 1126]","Move From [134, 169] To [122, 157]","Move From [1361, 1362] To [1358, 1359]","Move From [1386, 1450] To [1445, 1509]","Move From [140, 272] To [299, 431]","Move From [1455, 1557] To [1323, 1425]","Move From [164, 165] To [153, 154]","Move From [1651, 1769] To [1565, 1683]","Move From [1766, 1968] To [1861, 2063]","Move From [186, 187] To [184, 185]","Move From [1861, 2063] To [1766, 1968]","Move From [2091, 2179] To [252, 340]","Move From [213, 302] To [902, 991]","Move From [218, 220] To [206, 208]","Move From [2268, 2275] To [2247, 2254]","Move From [274, 314] To [299, 339]","Move From [284, 292] To [282, 290]","Move From [287, 289] To [285, 287]","Move From [289, 355] To [562, 628]","Move From [382, 437] To [458, 513]","Move From [408, 414] To [390, 396]","Move From [442, 524] To [296, 378]","Move From [460, 461] To [465, 466]","Move From [460, 465] To [925, 930]","Move From [51, 86] To [109, 144]","Move From [565, 743] To [669, 847]","Move From [61, 136] To [0, 75]","Move From [623, 632] To [624, 633]","Move From [624, 625] To [845, 846]","Move From [669, 847] To [565, 743]","Move From [747, 960] To [1041, 1254]","Move From [75, 134] To [304, 363]","Move From [810, 906] To [816, 912]","Move From [905, 1314] To [907, 1316]","Move From [923, 1077] To [340, 494]","Move From [944, 1102] To [1050, 1208]","Move From [999, 1000] To [1000, 1001]",Nonproduction,Paste,Remove/Cut,Replace,down_event,up_event,text_change
2219,e731a4d4,2952199191,2952459842,81.19968847352025,3210,2118,374,260651,2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,432,1,447,447,3091
2220,e73d822b,2544192046,2544631316,99.29249547920433,4424,3288,518,439270,3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,0,115,0,566,566,3536
2221,e74a7639,766281474,766486077,98.88980183663605,2069,1625,272,204603,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,75,0,489,489,1819
2222,e74cdd1b,1396585948,1396883684,173.40477577169483,1717,1393,266,297736,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,101,0,288,288,1681
2223,e76cf799,3447577332,3448055871,110.9269819193324,4314,3533,700,478539,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,223,1,734,734,4220
2224,e7808797,2805132510,2805490489,90.90375825292027,3938,2970,538,357979,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,384,0,596,596,3739
2225,e78f568c,1622475992,1622777713,102.7310180456248,2937,2289,413,301721,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,238,3,472,472,2806
2226,e794f432,501917167,502074644,98.05541718555418,1606,1160,207,157477,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,192,0,241,241,1545
2227,e7bf19b1,1623709487,1624050533,163.80691642651297,2082,1626,330,341046,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,156,0,384,384,1986
2228,e7f05c8a,1703211011,1703378022,90.27621621621621,1850,1243,217,167011,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,204,0,274,274,1726
2229,e7fe6607,3430499616,3430917462,97.49090060662623,4286,2802,421,417846,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,704,1,523,523,4224
2230,e80f36a0,932155675,932366546,106.28578629032258,1984,1690,318,210871,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,37,1,322,322,1768
2231,e817ec7a,5186926119,5187448621,76.02240651825986,6873,4449,749,522502,5706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1,897,13,986,986,6617
2232,e86a132d,3812681197,3812918168,62.2297794117647,3808,3409,538,236971,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,174,0,567,567,3758
2233,e86ef821,1650375651,1650634814,122.65168007572173,2113,1465,281,259163,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,253,0,326,326,2045
2234,e8a6381d,4015117550,4015310490,45.20618556701031,4268,3100,534,192940,3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,483,1,604,604,4113
2235,e8b674c1,1327790292,1327955707,93.08666291502533,1777,1413,265,165415,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,131,0,292,292,1676
2236,e8f1926a,592587642,592701757,99.48997384481255,1147,1006,204,114115,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,15,0,206,206,1035
2237,e937b66e,1838563028,1838860178,81.94980694980696,3626,2348,434,297150,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,585,0,542,542,3504
2238,e952ad6f,1691965001,1692212271,86.24694802929892,2867,1847,304,247270,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,427,0,417,417,2714
2239,e98e0a41,2727038542,2727401016,113.55701754385964,3192,2219,503,362474,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,231,0,593,593,3101
2240,e9901ca6,4131388439,4131740191,102.4918414918415,3432,2345,405,351752,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,384,0,500,500,3114
2241,e99a18d1,3022939315,3023217379,84.23629203271736,3301,1947,327,278064,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,360,0,496,496,2667
2242,e9b68199,5125987055,5126753643,120.47587615904447,6363,4290,728,766588,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,388,15,956,956,6135
2243,e9bac206,4479497121,4479955728,83.17138193688793,5514,2439,412,458607,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,1211,3,663,663,4940
2244,e9e25b02,2098696686,2098868046,67.89223454833598,2524,1647,304,171360,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,319,0,361,361,2451
2245,ea0dfde0,2004435766,2004785106,109.99370277078086,3176,1921,322,349340,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,308,2,383,383,2560
2246,ea0f84a6,2188981800,2189158959,74.00125313283208,2394,1765,313,177159,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,265,0,387,387,2292
2247,ea411cc5,512435404,512632642,101.09584828293183,1951,1643,276,197238,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,133,0,298,298,1909
2248,ea43e32d,1453430547,1453619203,96.49923273657289,1955,1379,247,188656,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,231,0,279,279,1878
2249,ea6f3b93,2008831568,2009132601,87.91851635514018,3424,2208,378,301033,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,527,0,483,483,3261
2250,ea71cc1a,1246415466,1246648739,121.3068122724909,1923,1336,210,233273,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,286,0,262,262,1900
2251,ea735e2d,2578166184,2578436630,79.42613803230543,3405,1337,254,270446,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,729,0,476,476,2782
2252,ea7c2867,2064750561,2064874443,68.55672385168788,1807,1237,201,123882,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,206,0,262,262,1650
2253,ea95de7c,5436248689,5436708833,75.45818301082322,6098,2582,419,460144,4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,1034,18,814,814,5464
2254,eac07dd0,1715478894,1715694547,65.92876796086824,3271,2155,388,215653,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,541,0,523,523,3236
2255,eac9e436,5279217265,5279741850,70.46138347884487,7445,5026,823,524585,6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,800,0,983,983,6827
2256,eaed1826,2799370578,2799645944,82.89163154726069,3322,1697,301,275366,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,735,2,442,442,3188
2257,eb5b8e69,745071246,745287435,74.16432246998285,2915,1786,320,216189,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,469,2,413,413,2774
2258,eb5d1609,1316771757,1317037645,103.09732454439705,2579,1866,357,265888,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,190,2,399,399,2299
2259,eb7992ef,700902385,701035679,73.68380320619127,1809,1405,239,133294,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,178,0,290,290,1760
2260,eb968f4a,1802779248,1803179171,131.20833333333334,3048,2037,365,399923,2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,479,0,466,466,2995
2261,eba9ed17,4818154722,4818602195,99.83779562695226,4482,2069,393,447473,3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,585,6,667,667,4257
2262,ebd38edc,2398237197,2398630704,112.78503869303525,3489,2186,396,393507,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,514,1,447,447,2949
2263,ebe17e7d,3611491365,3611915344,115.58860414394765,3668,3153,526,423979,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,149,2,545,545,3454
2264,ebf6d57e,1890724958,1890960433,87.76556093924711,2683,1473,232,235475,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,290,9,547,547,2390
2265,ec0efc3e,1954478502,1954752161,121.62622222222222,2250,1673,282,273659,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,210,4,330,330,2168
2266,ec1bfe78,1687006536,1687210924,89.25240174672489,2290,1578,285,204388,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,206,0,342,342,1989
2267,ec234dba,2524659422,2524922751,94.92754145638068,2774,1398,257,263329,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,653,1,357,357,2666
2268,ec324099,4099779527,4100310265,121.75682495985318,4359,3471,585,530738,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,288,3,708,708,4172
2269,ec339aeb,913822564,914046750,129.5872832369942,1730,1243,249,224186,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,240,1,274,274,1671
2270,ec816a28,3486599213,3487097043,138.82598996095928,3586,3239,564,497830,3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,93,0,577,577,3425
2271,ec9a3e6d,4980969257,4981602161,111.87979494431677,5657,2229,466,632904,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,1250,3,742,742,5495
2272,ecafe4d8,2034925116,2035066746,60.55151774262505,2339,1265,210,141630,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,361,1,352,352,1986
2273,ecb4af9f,3840613687,3841024402,91.73888764797856,4477,3643,723,410715,4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,144,0,749,749,4361
2274,ece37736,544827863,544990141,94.12877030162413,1724,1414,238,162278,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,112,0,253,253,1673
2275,ed172a79,1777491003,1777799773,112.9784120014636,2733,1596,267,308770,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,430,7,345,345,2651
2276,ed3202cf,2327340776,2327782606,127.21854304635761,3473,2309,474,441830,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,354,0,570,570,3399
2277,ed51c841,3003307456,3003602909,92.24258507649078,3203,1718,301,295453,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,679,0,413,413,3066
2278,ed8734dd,3992299896,3992685940,63.90398940572753,6041,1801,303,386044,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,3,1794,9,612,612,5846
2279,ed9933ce,1234808366,1234969257,90.08454647256438,1786,1158,204,160891,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,162,0,265,265,1492
2280,edc6ce98,1084282253,1084548497,164.85696594427245,1615,1293,212,266244,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,84,0,244,244,1461
2281,edd55568,1934936147,1935466843,149.99886941775014,3538,2675,480,530696,3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,282,1,554,554,3451
2282,ede8940b,4865818456,4866490546,116.01760745727603,5793,4051,702,672090,4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,706,2,854,854,5462
2283,ee11b25c,4110619942,4111032817,91.9134016028495,4492,2292,228,412875,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,466,1,2483,2483,4263
2284,ee1a9853,3059820127,3060300002,116.75790754257908,4110,3093,552,479875,3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,422,1,667,667,4001
2285,ee2a0546,3958359721,3958938542,136.25729755178907,4248,3409,593,578821,3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,313,4,692,692,4132
2286,ee34c541,603636026,603863523,109.79584942084942,2072,1410,246,227497,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,262,0,288,288,1933
2287,ee4a8e44,4415118005,4415643781,84.13762201952312,6249,4760,829,525776,5202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,441,0,882,882,5643
2288,ee5110f5,2487053438,2487406188,127.66920014477017,2763,1310,225,352750,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,692,0,332,332,2694
2289,ee5ecc19,1805454519,1805705034,110.65150176678445,2264,1512,298,250515,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,257,0,342,342,2188
2290,ee73809c,1256567866,1256721402,96.62429200755192,1589,1399,243,153536,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,60,0,249,249,1519
2291,ee80edbb,5192928542,5193528924,95.52617342879873,6285,4601,860,600382,5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,663,6,1015,1015,6097
2292,ee911fdc,3807260836,3807682332,101.15094792416606,4167,3852,712,421496,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,107,1,734,734,4070
2293,eea1cab8,2119226784,2119601144,130.03126085446337,2879,2188,407,374360,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,303,2,473,473,2830
2294,eed0ee0e,1902168184,1902496999,116.10699152542372,2832,1786,299,328815,2226,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,230,0,366,6,358,358,2602
2295,eed37e33,4083554676,4084031350,79.87164879356568,5968,3235,544,476674,4662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,1169,1,807,807,5832
2296,eed7c3f4,2678156138,2678451242,126.92645161290322,2325,1494,250,295104,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,348,0,328,328,2191
2297,eeda6773,1793464928,1793678425,78.03252923976608,2736,1999,388,213497,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,172,0,420,420,2680
2298,eef796e6,845318646,845385101,66.92346424974824,993,683,126,66455,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,136,0,169,169,959
2299,ef49c621,6120389781,6120912396,71.61071526445602,7298,4950,832,522615,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,1,710,10,1059,1059,6885
2300,ef4bcc6b,770317341,770453572,90.33885941644563,1508,1250,222,136231,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,77,0,233,233,1404
2301,ef57841d,2167654805,2167912469,78.91699846860644,3265,2452,408,257664,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,324,4,468,468,3178
2302,ef5beee6,1395732467,1396050098,115.46019629225736,2751,2178,371,317631,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,252,1,425,425,2683
2303,ef754fae,1800722958,1800958908,123.01876955161627,1918,1173,200,235950,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,331,0,298,298,1835
2304,ef7c6ea1,7312766849,7313670606,112.65981052106707,8022,6844,1118,903757,7276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,432,0,1181,1181,7708
2305,efa94074,1956332170,1956778403,160.80468468468467,2775,1919,350,446233,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,199,0,383,383,2317
2306,efaa8ea2,6190014500,6190523043,76.2776361181941,6667,2480,423,508543,3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,1699,0,671,671,5683
2307,efad11bd,2295962947,2296268243,99.05775470473718,3082,2269,405,305296,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,177,5,447,447,2950
